Id,Category
1235,4
1236,3
1237,4
1238,4
1239,0
1240,0
1241,2
1242,3
1243,2
1244,4
1245,0
1246,3
1247,2
1248,0
1249,1
1250,3
1251,1
1252,2
1253,4
1254,1
1255,0
1256,1
1257,0
1258,3
1259,2
1260,1
1261,4
1262,0
1263,0
1264,4
1265,1
1266,0
1267,4
1268,3
1269,4
1270,3
1271,4
1272,3
1273,3
1274,0
1275,2
1276,3
1277,3
1278,4
1279,3
1280,0
1281,0
1282,4
1283,3
1284,1
1285,3
1286,3
1287,2
1288,4
1289,1
1290,3
1291,2
1292,2
1293,3
1294,1
1295,1
1296,4
1297,1
1298,2
1299,1
1300,4
1301,2
1302,2
1303,1
1304,1
1305,4
1306,1
1307,3
1308,0
1309,2
1310,3
1311,2
1312,4
1313,3
1314,0
1315,2
1316,0
1317,0
1318,2
1319,4
1320,4
1321,2
1322,2
1323,3
1324,1
1325,4
1326,3
1327,1
1328,3
1329,0
1330,3
1331,3
1332,4
1333,1
1334,3
1335,3
1336,1
1337,0
1338,1
1339,3
1340,3
1341,4
1342,3
1343,2
1344,0
1345,1
1346,4
1347,4
1348,1
1349,0
1350,3
1351,1
1352,4
1353,0
1354,4
1355,1
1356,0
1357,0
1358,0
1359,4
1360,4
1361,1
1362,3
1363,1
1364,0
1365,3
1366,1
1367,0
1368,3
1369,2
1370,3
1371,1
1372,2
1373,4
1374,0
1375,0
1376,1
1377,1
1378,4
1379,2
1380,0
1381,2
1382,4
1383,0
1384,1
1385,0
1386,4
1387,0
1388,1
1389,3
1390,0
1391,2
1392,4
1393,4
1394,2
1395,0
1396,0
1397,4
1398,0
1399,2
1400,1
1401,4
1402,1
1403,2
1404,2
1405,4
1406,3
1407,4
1408,0
1409,3
1410,4
1411,1
1412,2
1413,4
1414,1
1415,0
1416,0
1417,3
1418,4
1419,0
1420,3
1421,1
1422,1
1423,3
1424,3
1425,3
1426,3
1427,4
1428,3
1429,3
1430,0
1431,0
1432,3
1433,0
1434,4
1435,4
1436,4
1437,4
1438,4
1439,1
1440,4
1441,4
1442,3
1443,1
1444,1
1445,1
1446,3
1447,3
1448,1
1449,1
1450,3
1451,0
1452,3
1453,1
1454,1
1455,3
1456,1
1457,0
1458,2
1459,4
1460,2
1461,3
1462,2
1463,1
1464,0
1465,4
1466,1
1467,2
1468,2
1469,2
1470,4
1471,3
1472,2
1473,1
1474,4
1475,2
1476,3
1477,4
1478,1
1479,1
1480,4
1481,4
1482,1
1483,3
1484,4
1485,3
1486,2
1487,4
1488,0
1489,2
1490,4
1491,2
1492,3
1493,2
1494,0
1495,0
1496,3
1497,1
1498,4
1499,1
1500,4
1501,0
1502,3
1503,3
1504,2
1505,3
1506,4
1507,4
1508,2
1509,4
1510,3
1511,1
1512,2
1513,0
1514,1
1515,1
1516,1
1517,2
1518,2
1519,3
1520,0
1521,1
1522,2
1523,0
1524,1
1525,1
1526,0
1527,1
1528,3
1529,2
1530,4
1531,3
1532,2
1533,0
1534,1
1535,0
1536,2
1537,4
1538,0
1539,2
1540,2
1541,4
1542,4
1543,1
1544,4
1545,1
1546,2
1547,2
1548,1
1549,2
1550,2
1551,4
1552,4
1553,3
1554,0
1555,1
1556,1
1557,3
1558,0
1559,3
1560,3
1561,1
1562,0
1563,1
1564,2
1565,4
1566,2
1567,0
1568,2
1569,4
1570,0
1571,1
1572,4
1573,1
1574,3
1575,3
1576,0
1577,3
1578,0
1579,3
1580,2
1581,0
1582,0
1583,1
1584,1
1585,4
1586,0
1587,4
1588,4
1589,3
1590,3
1591,3
1592,2
1593,4
1594,0
1595,3
1596,1
1597,2
1598,1
1599,4
1600,3
1601,0
1602,4
1603,3
1604,4
1605,1
1606,3
1607,2
1608,2
1609,3
1610,1
1611,4
1612,4
1613,0
1614,1
1615,4
1616,2
1617,1
1618,1
1619,4
1620,0
1621,0
1622,3
1623,2
1624,0
1625,4
1626,1
1627,2
1628,0
1629,0
1630,0
1631,0
1632,3
1633,1
1634,4
1635,0
1636,1
1637,3
1638,4
1639,4
1640,0
1641,2
1642,0
1643,0
1644,0
1645,0
1646,1
1647,3
1648,1
1649,3
1650,3
1651,0
1652,4
1653,3
1654,3
1655,1
1656,1
1657,3
1658,1
1659,4
1660,2
1661,0
1662,4
1663,4
1664,2
1665,3
1666,4
1667,1
1668,4
1669,4
1670,0
1671,2
1672,4
1673,0
1674,4
1675,2
1676,2
1677,1
1678,2
1679,0
1680,3
1681,1
1682,2
1683,1
1684,0
1685,3
1686,4
1687,4
1688,4
1689,2
1690,1
1691,3
1692,4
1693,2
1694,0
1695,0
1696,4
1697,4
1698,0
1699,4
1700,2
1701,0
1702,1
1703,1
1704,4
1705,0
1706,2
1707,0
1708,3
1709,2
1710,0
1711,3
1712,3
1713,4
1714,0
1715,3
1716,2
1717,1
1718,0
1719,4
1720,0
1721,4
1722,4
1723,1
1724,0
1725,2
1726,0
1727,1
1728,1
1729,3
1730,1
1731,3
1732,0
1733,4
1734,4
1735,2
1736,1
1737,0
1738,3
1739,2
1740,3
1741,2
1742,0
1743,2
1744,0
1745,4
1746,2
1747,1
1748,4
1749,4
1750,0
1751,3
1752,2
1753,0
1754,4
1755,0
1756,2
1757,4
1758,1
1759,1
1760,2
1761,4
1762,3
1763,0
1764,1
1765,1
1766,1
1767,3
1768,0
1769,0
1770,3
1771,0
1772,1
1773,2
1774,1
1775,0
1776,1
1777,4
1778,1
1779,1
1780,3
1781,1
1782,0
1783,2
1784,2
1785,4
1786,1
1787,0
1788,3
1789,2
1790,1
1791,3
1792,0
1793,4
1794,0
1795,2
1796,2
1797,1
1798,4
1799,1
1800,0
1801,2
1802,3
1803,1
1804,2
1805,3
1806,4
1807,4
1808,3
1809,3
1810,1
1811,0
1812,1
1813,3
1814,4
1815,3
1816,0
1817,1
1818,0
1819,1
1820,2
1821,2
1822,4
1823,2
1824,4
1825,2
1826,3
1827,1
1828,0
1829,1
1830,0
1831,2
1832,4
1833,4
1834,1
1835,1
1836,2
1837,2
1838,3
1839,1
1840,0
1841,1
1842,3
1843,2
1844,0
1845,4
1846,2
1847,0
1848,4
1849,3
1850,2
1851,2
1852,2
1853,4
1854,1
1855,0
1856,0
1857,3
1858,1
1859,1
1860,2
1861,2
1862,2
1863,0
1864,1
1865,0
1866,3
1867,1
1868,4
1869,3
1870,0
1871,3
1872,1
1873,1
1874,4
1875,0
1876,2
1877,2
1878,1
1879,0
1880,0
1881,1
1882,4
1883,2
1884,0
1885,3
1886,1
1887,4
1888,3
1889,4
1890,2
1891,3
1892,2
1893,4
1894,1
1895,3
1896,0
1897,3
1898,0
1899,4
1900,2
1901,2
1902,0
1903,0
1904,4
1905,3
1906,4
1907,3
1908,4
1909,1
1910,4
1911,1
1912,0
1913,2
1914,2
1915,3
1916,3
1917,4
1918,1
1919,4
1920,3
1921,0
1922,0
1923,4
1924,0
1925,0
1926,4
1927,1
1928,4
1929,4
1930,2
1931,1
1932,0
1933,0
1934,3
1935,4
1936,3
1937,0
1938,0
1939,0
1940,1
1941,1
1942,0
1943,0
1944,1
1945,2
1946,3
1947,2
1948,2
1949,3
1950,2
1951,4
1952,0
1953,1
1954,4
1955,3
1956,4
1957,4
1958,4
1959,2
1960,3
1961,1
1962,1
1963,1
1964,0
1965,3
1966,2
1967,4
1968,1
1969,3
1970,0
1971,1
1972,0
1973,2
1974,1
1975,2
1976,1
1977,2
1978,3
1979,4
1980,1
1981,0
1982,1
1983,2
1984,4
1985,4
1986,0
1987,3
1988,4
1989,3
1990,4
1991,4
1992,1
1993,3
1994,1
1995,2
1996,2
1997,4
1998,2
1999,0
2000,1
2001,4
2002,2
2003,0
2004,2
2005,1
2006,3
2007,3
2008,4
2009,1
2010,1
2011,4
2012,0
2013,3
2014,1
2015,2
2016,3
2017,3
2018,0
2019,0
2020,2
2021,0
2022,2
2023,0
2024,0
2025,3
2026,1
2027,4
2028,0
2029,1
2030,2
2031,4
2032,4
2033,4
2034,2
2035,3
2036,0
2037,4
2038,1
2039,4
2040,1
2041,3
2042,4
2043,1
2044,4
2045,2
2046,0
2047,2
2048,1
2049,1
2050,3
2051,3
2052,2
2053,1
2054,2
2055,1
2056,2
2057,1
2058,0
2059,1
2060,1
2061,1
2062,2
2063,0
2064,3
2065,0
2066,2
2067,4
2068,4
2069,0
2070,1
2071,3
2072,2
2073,4
2074,3
2075,4
2076,2
2077,4
2078,2
2079,4
2080,4
2081,0
2082,0
2083,3
2084,4
2085,3
2086,2
2087,0
2088,4
2089,1
2090,3
2091,2
2092,2
2093,3
2094,1
2095,0
2096,4
2097,1
2098,3
2099,1
2100,3
2101,4
2102,2
2103,1
2104,1
2105,1
2106,3
2107,4
2108,2
2109,3
2110,3
2111,4
2112,0
2113,2
2114,0
2115,3
2116,2
2117,1
2118,3
2119,2
2120,4
2121,1
2122,4
2123,3
2124,4
2125,4
2126,3
2127,4
2128,0
2129,1
2130,1
2131,0
2132,2
2133,2
2134,1
2135,1
2136,4
2137,3
2138,2
2139,0
2140,2
2141,1
2142,3
2143,4
2144,4
2145,3
2146,1
2147,2
2148,3
2149,2
2150,0
2151,3
2152,3
2153,1
2154,2
2155,1
2156,1
2157,0
2158,3
2159,1
2160,0
2161,1
2162,1
2163,1
2164,3
2165,3
2166,4
2167,0
2168,3
2169,0
2170,0
2171,2
2172,2
2173,1
2174,3
2175,3
2176,1
2177,3
2178,4
2179,3
2180,2
2181,0
2182,1
2183,1
2184,4
2185,3
2186,1
2187,1
2188,0
2189,2
2190,4
2191,4
2192,0
2193,0
2194,1
2195,1
2196,4
2197,1
2198,4
2199,0
2200,2
2201,0
2202,1
2203,1
2204,4
2205,4
2206,3
2207,2
2208,4
2209,2
2210,0
2211,2
2212,2
2213,1
2214,1
2215,1
2216,0
2217,4
2218,3
2219,3
2220,1
2221,1
2222,4
2223,3
2224,4
2225,2
2226,4
2227,4
2228,2
2229,4
2230,2
2231,1
2232,4
2233,0
2234,2
2235,0
2236,0
2237,2
2238,1
2239,2
2240,0
2241,4
2242,2
2243,4
2244,4
2245,1
2246,2
2247,3
2248,0
2249,2
2250,2
2251,3
2252,0
2253,2
2254,2
2255,2
2256,3
2257,2
2258,4
2259,0
2260,3
2261,2
2262,3
2263,0
2264,0
2265,1
2266,2
2267,4
2268,1
2269,2
2270,4
2271,1
2272,3
2273,3
2274,2
2275,2
2276,3
2277,4
2278,0
2279,1
2280,2
2281,4
2282,2
2283,2
2284,1
2285,0
2286,2
2287,0
2288,3
2289,0
2290,4
2291,3
2292,2
2293,4
2294,3
2295,4
2296,1
2297,2
2298,4
2299,1
2300,1
2301,3
2302,1
2303,4
2304,3
2305,0
2306,0
2307,0
2308,0
2309,3
2310,4
2311,4
2312,0
2313,0
2314,2
2315,3
2316,1
2317,4
2318,2
2319,4
2320,1
2321,1
2322,2
2323,1
2324,4
2325,2
2326,1
2327,1
2328,2
2329,1
2330,1
2331,2
2332,1
2333,2
2334,1
2335,2
2336,3
2337,3
2338,4
2339,3
2340,1
2341,0
2342,1
2343,0
2344,0
2345,3
2346,4
2347,0
2348,2
2349,2
2350,2
2351,0
2352,3
2353,1
2354,3
2355,4
2356,3
2357,0
2358,1
2359,0
2360,4
2361,1
2362,3
2363,0
2364,1
2365,2
2366,4
2367,0
2368,4
2369,2
2370,4
2371,0
2372,2
2373,0
2374,2
2375,1
2376,1
2377,0
2378,1
2379,3
2380,2
2381,2
2382,0
2383,2
2384,1
2385,4
2386,4
2387,1
2388,4
2389,4
2390,0
2391,0
2392,1
2393,1
2394,0
2395,2
2396,3
2397,4
2398,1
2399,1
2400,3
2401,4
2402,2
2403,1
2404,4
2405,3
2406,3
2407,1
2408,2
2409,1
2410,1
2411,1
2412,2
2413,0
2414,1
2415,4
2416,0
2417,1
2418,3
2419,1
2420,3
2421,2
2422,2
2423,3
2424,3
2425,2
2426,1
2427,2
2428,1
2429,2
2430,1
2431,2
2432,3
2433,4
2434,0
2435,3
2436,0
2437,1
2438,0
2439,4
2440,0
2441,2
2442,4
2443,3
2444,0
2445,2
2446,2
2447,4
2448,0
2449,2
2450,4
2451,0
2452,3
2453,4
2454,2
2455,1
2456,1
2457,0
2458,0
2459,1
2460,4
2461,2
2462,4
2463,4
2464,1
2465,2
2466,3
2467,1
2468,2
2469,3
2470,3
2471,3
2472,4
2473,4
2474,2
2475,4
2476,0
2477,4
2478,0
2479,2
2480,1
2481,4
2482,4
2483,4
2484,2
2485,4
2486,0
2487,3
2488,3
2489,0
2490,1
2491,3
2492,3
2493,4
2494,1
2495,2
2496,2
2497,0
2498,0
2499,2
2500,3
2501,0
2502,0
2503,2
2504,4
2505,3
2506,2
2507,0
2508,1
2509,1
2510,3
2511,4
2512,1
2513,1
2514,4
2515,4
2516,2
2517,2
2518,1
2519,3
2520,2
2521,0
2522,1
2523,2
2524,3
2525,3
2526,1
2527,2
2528,0
2529,1
2530,1
2531,1
2532,2
2533,1
2534,1
2535,3
2536,1
2537,1
2538,2
2539,2
2540,1
2541,4
2542,3
2543,0
2544,0
2545,1
2546,3
2547,1
2548,0
2549,3
2550,3
2551,2
2552,4
2553,2
2554,2
2555,4
2556,2
2557,3
2558,3
2559,4
2560,3
2561,0
2562,2
2563,4
2564,3
2565,1
2566,3
2567,4
2568,1
2569,0
2570,1
2571,0
2572,2
2573,3
2574,1
2575,4
2576,4
2577,2
2578,4
2579,0
2580,3
2581,2
2582,4
2583,3
2584,0
2585,2
2586,2
2587,0
2588,3
2589,4
2590,3
2591,0
2592,1
2593,4
2594,1
2595,2
2596,3
2597,1
2598,2
2599,1
2600,3
2601,0
2602,0
2603,2
2604,3
2605,1
2606,1
2607,2
2608,2
2609,3
2610,4
2611,4
2612,2
2613,0
2614,3
2615,3
2616,0
2617,4
2618,4
2619,0
2620,1
2621,1
2622,1
2623,4
2624,4
2625,4
2626,3
2627,0
2628,0
2629,3
2630,0
2631,4
2632,2
2633,2
2634,0
2635,2
2636,3
2637,3
2638,0
2639,2
2640,0
2641,3
2642,4
2643,1
2644,4
2645,0
2646,0
2647,1
2648,1
2649,2
2650,1
2651,0
2652,3
2653,3
2654,0
2655,4
2656,3
2657,4
2658,3
2659,4
2660,4
2661,1
2662,4
2663,4
2664,3
2665,1
2666,3
2667,1
2668,2
2669,3
2670,3
2671,1
2672,4
2673,0
2674,2
2675,3
2676,0
2677,4
2678,2
2679,2
2680,4
2681,4
2682,0
2683,2
2684,4
2685,1
2686,0
2687,2
2688,4
2689,1
2690,1
2691,1
2692,3
2693,2
2694,0
2695,2
2696,4
2697,2
2698,4
2699,3
2700,3
2701,4
2702,4
2703,2
2704,1
2705,4
2706,4
2707,3
2708,2
2709,3
2710,3
2711,1
2712,3
2713,0
2714,0
2715,3
2716,1
2717,1
2718,2
2719,1
2720,2
2721,3
2722,2
2723,1
2724,0
2725,4
2726,4
2727,4
2728,4
2729,0
2730,0
2731,1
2732,1
2733,0
2734,0
2735,4
2736,0
2737,0
2738,1
2739,1
2740,2
2741,2
2742,0
2743,2
2744,2
2745,0
2746,4
2747,4
2748,0
2749,3
2750,1
2751,2
2752,2
2753,4
2754,0
2755,3
2756,3
2757,0
2758,0
2759,4
2760,1
2761,3
2762,0
2763,0
2764,4
2765,4
2766,2
2767,3
2768,2
2769,4
2770,4
2771,0
2772,0
2773,4
2774,3
2775,0
2776,1
2777,4
2778,2
2779,2
2780,0
2781,1
2782,3
2783,1
2784,3
2785,0
2786,3
2787,3
2788,2
2789,0
2790,3
2791,2
2792,0
2793,3
2794,3
2795,1
2796,4
2797,1
2798,2
2799,0
2800,2
2801,1
2802,3
2803,4
2804,0
2805,4
2806,0
2807,4
2808,0
2809,2
2810,3
2811,1
2812,0
2813,1
2814,2
2815,2
2816,4
2817,1
2818,4
2819,0
2820,1
2821,2
2822,4
2823,0
2824,1
2825,0
2826,4
2827,2
2828,1
2829,3
2830,2
2831,4
2832,2
2833,3
2834,4
2835,0
2836,3
2837,3
2838,4
2839,4
2840,3
2841,2
2842,2
2843,0
2844,0
2845,0
2846,1
2847,1
2848,0
2849,1
2850,1
2851,2
2852,1
2853,4
2854,4
2855,1
2856,3
2857,1
2858,4
2859,0
2860,3
2861,4
2862,2
2863,3
2864,3
2865,0
2866,0
2867,2
2868,0
2869,0
2870,2
2871,2
2872,2
2873,0
2874,1
2875,4
2876,4
2877,2
2878,3
2879,4
2880,0
2881,1
2882,1
2883,1
2884,3
2885,1
2886,0
2887,3
2888,3
2889,2
2890,2
2891,3
2892,0
2893,4
2894,3
2895,2
2896,1
2897,3
2898,1
2899,3
2900,2
2901,1
2902,1
2903,0
2904,3
2905,2
2906,0
2907,3
2908,1
2909,1
2910,3
2911,2
2912,1
2913,0
2914,4
2915,3
2916,4
2917,1
2918,0
2919,2
2920,4
2921,3
2922,4
2923,0
2924,1
2925,4
2926,3
2927,2
2928,3
2929,3
2930,0
2931,4
2932,4
2933,4
2934,4
2935,3
2936,4
2937,0
2938,1
2939,1
2940,0
2941,2
2942,4
2943,1
2944,4
2945,2
2946,2
2947,0
2948,3
2949,1
2950,4
2951,1
2952,2
2953,1
2954,2
2955,3
2956,4
2957,1
2958,0
2959,2
2960,3
2961,2
2962,0
2963,0
2964,0
2965,2
2966,1
2967,3
2968,2
2969,3
2970,2
2971,4
2972,0
2973,1
2974,1
2975,1
2976,1
2977,2
2978,1
2979,4
2980,0
2981,0
2982,3
2983,2
2984,0
2985,2
2986,3
2987,0
2988,1
2989,4
2990,4
2991,4
2992,2
2993,0
2994,1
2995,3
2996,3
