node idx,node anomaly score
1486,0.0011631111
1496,0.0021670866
1500,0.009735801
1503,0.0048461775
1511,0.0058624926
1516,0.0021054198
1520,1.07438955e-05
1529,0.0028997986
1534,0.0011554781
1538,0.028537381
1551,0.0010283362
1554,4.0776624e-05
1559,0.011350231
1560,0.0015432965
1562,0.0017431064
1564,0.0019778705
1565,6.343855e-06
1567,0.093496785
1570,0.028303962
1571,0.0034217897
1575,0.0046744333
1580,0.48479167
1586,0.00036861264
1588,0.00070716435
1591,1.653286e-06
1596,0.0006137029
1598,0.0011361982
1599,0.0027525914
1602,0.0013252647
1605,0.02936959
1606,0.034088366
1607,0.0029534062
1611,0.00076262705
1613,0.0015821492
1615,8.940857e-05
1616,0.010041442
1619,0.007831524
1622,8.355745e-05
1624,0.013888677
1626,0.00095069414
1632,0.00967567
1634,0.0027995636
1636,0.011723268
1637,0.0019747403
1639,0.00011906694
1640,5.1411807e-06
1641,0.0021448957
1642,2.287821e-05
1645,0.015639668
1647,0.0025050496
1648,0.0020104232
1649,0.0015063143
1652,0.0003258301
1657,0.0170139
1666,0.008464944
1668,0.00078208005
1673,0.002513605
1674,0.0008163397
1676,0.022750337
1681,6.551575e-11
1693,0.0001231914
1694,0.00014069515
1695,0.0014775827
1697,0.012761482
1698,0.003124029
1699,0.005570118
1702,0.00014987755
1707,0.0020792948
1709,2.3884118e-05
1710,0.018843282
1711,0.001158511
1714,0.056949988
1718,0.00047696853
1721,0.10181807
1722,0.002445673
1723,0.013793705
1728,0.0011122106
1730,0.0070305187
1733,0.11632412
1736,0.02799257
1737,0.0054799085
1739,0.009196552
1762,0.011586524
1764,0.009418567
1765,0.0010419689
1766,0.026671994
1767,0.0011285351
1770,0.0013799176
1774,0.0048036827
1775,0.0031346914
1777,0.044869483
1780,4.282222e-05
1784,0.016771395
1787,0.00950983
1789,0.0021320018
1794,0.034720976
1795,0.016986616
1796,0.00015969815
1799,0.0152797
1800,0.019931428
1801,0.09298591
1802,0.030211011
1804,0.013853612
1807,0.0033390294
1808,0.0010263319
1813,0.0045950324
1815,0.33560258
1816,0.00078979705
1817,0.013183061
1821,0.0048444117
1829,0.013226406
1833,0.0066689528
1834,0.008432348
1836,0.0009898852
1842,0.023173438
1845,0.007676561
1846,0.0021601028
1847,0.010042654
1848,0.008329884
1849,0.035733186
1851,0.0015309316
1853,0.004692072
1855,0.0064392732
1857,0.008079582
1862,0.0032700796
1863,0.00033160628
1865,0.0011152661
1867,0.03593352
1868,0.0022660163
1872,0.0012504713
1876,0.036877703
1879,0.00010339197
1884,0.0050961035
1885,0.0064490433
1886,0.008384513
1888,0.00032569095
1893,0.00087682134
1897,0.0047032023
1898,0.946357
1899,0.0043679797
1900,0.00016306617
1902,0.023974875
1907,0.0012547092
1908,0.004069643
1910,9.352721e-06
1912,0.0038501483
1915,0.07072789
1916,0.009185437
1923,9.169078e-05
1925,0.01422405
1926,0.0070349937
1929,0.0029895706
1930,0.006363574
1931,0.040696524
1932,0.00034283948
1934,0.0008386948
1937,0.025396228
1938,5.8573e-05
1941,5.792035e-06
1943,0.0050468286
1945,0.001151891
1948,0.006476477
1949,0.026231125
1957,0.0030025153
1960,0.0016570434
1962,0.00025800642
1967,0.0022953202
1968,0.002000163
1970,0.007065545
1978,0.00058518734
1979,1.6052586e-06
1981,0.05244276
1982,0.0001348114
1991,0.00887711
1997,0.0038263446
2000,0.10729124
2001,0.014784518
2003,0.0002996275
2008,0.036029845
2011,0.01654097
2013,0.0027601412
2014,0.00035510247
2015,0.0040543335
2019,0.00027529616
2020,1.1549042e-05
2027,0.0014509893
2029,0.0036526516
2035,0.002228655
2037,0.0021416324
2038,0.019468805
2039,0.0021831153
2041,0.0025677397
2042,0.0015021431
2045,0.007820623
2046,0.0023446933
2049,0.0043719625
2050,0.0017885052
2051,0.0019309649
2054,0.001370864
2056,7.797967e-05
2060,0.002567427
2062,6.494091e-05
2064,0.004058279
2065,0.0025761947
2071,0.009436236
2077,0.0024880264
2078,0.006420168
2084,9.1757945e-05
2087,0.0032004062
2088,0.0023406278
2089,0.0019260305
2092,0.0019113035
2093,0.0031115084
2095,0.0064627454
2098,0.015172625
2099,0.0010717369
2102,1.550298e-05
2103,0.0042205425
2105,0.0034940338
2107,0.29535693
2108,0.0006819194
2109,0.0013484469
2114,0.00068329327
2117,2.4297273e-05
2119,0.0006179853
2122,0.0027562801
2124,0.0028135704
2128,0.07689149
2129,0.00017183168
2130,0.00031053473
2132,0.008603736
2138,0.0043906
2141,0.00044235232
2142,0.02713054
2145,0.002149211
2146,0.004953908
2147,0.0011961899
2148,0.00030778063
2150,0.00016178751
2151,1.6581162e-11
2152,0.009486574
2154,0.0013956506
2157,0.03138785
2162,0.013229195
2163,0.00018505627
2165,0.02356416
2167,0.05799307
2169,0.00039554958
2171,0.0059513734
2177,0.002874847
2180,0.0006618806
2181,0.0071777515
2184,0.0019865637
2186,5.531739e-07
2188,0.0028713495
2192,0.007873845
2193,8.9826965e-05
2195,5.163724e-05
2201,0.0035661703
2203,2.143319e-08
2204,1.2527176e-05
2205,0.124791816
2206,0.008741743
2207,1.43650805e-05
2209,0.011799884
2212,3.0436684e-08
2216,0.0037022964
2221,0.013167191
2222,8.606768e-05
2223,0.000121378005
2224,0.075913824
2226,0.0021072158
2228,0.0015671797
2231,0.005636946
2234,1.5980811e-07
2235,0.12030956
2236,0.008336693
2237,0.040797923
2241,0.0022042235
2243,0.0057337256
2251,0.017069878
2252,0.0040177773
2253,7.1244875e-05
2254,2.9629902e-05
2256,2.3836063e-05
2257,0.003904365
2258,8.971598e-10
2260,0.00011625941
2261,0.0019682553
2264,0.0043927343
2268,0.014107279
2276,0.027188597
2277,0.0072043324
2287,0.01054626
2289,0.007138712
2291,0.033502437
2293,0.0051800273
2294,0.0018099904
2298,0.022497287
2300,0.0046892236
2301,0.020229878
2304,0.0012166349
2306,0.000105998726
2307,0.009825355
2308,0.007859555
2309,0.013372979
2310,0.0056200363
2315,0.0017171747
2318,3.7043923e-05
2320,0.0010058259
2321,1.30556455e-05
2322,0.01848445
2324,0.0014005929
2325,0.69630694
2327,0.04117216
2330,0.005160563
2334,0.032536868
2338,0.0010256437
2341,0.0117565505
2342,4.8219572e-05
2343,0.0062937182
2350,0.00013934504
2353,0.00092908833
2354,0.026236583
2355,2.6342123e-06
2357,0.022609634
2358,0.0006071496
2359,0.00018321349
2360,0.0029456876
2361,0.0035859619
2362,0.001663518
2363,0.0028685548
2364,0.0034425622
2365,0.003278296
2366,0.026639532
2367,0.0016251443
2368,0.012058868
2370,0.002221879
2378,0.0018161762
2380,0.00038221668
2384,0.00021111623
2385,0.0015553819
2386,0.0013002198
2387,0.01754845
2388,0.0024636071
2393,1.9232559e-05
2397,0.016392205
2398,0.00023732916
2403,0.009719045
2404,0.43383157
2407,0.00031521174
2409,0.0016188186
2414,0.01532983
2417,0.08898344
2418,0.021026341
2420,0.011042793
2422,0.007724599
2424,0.0024175432
2425,1.5042527e-05
2429,1.8258924e-06
2431,0.00044781013
2432,0.012755716
2434,0.002239812
2436,0.0012668136
2440,0.0011344679
2442,0.0024408384
2444,0.007239779
2452,0.0014409868
2453,0.0042786533
2454,0.00076160446
2455,1.5213338e-05
2460,0.0053130114
2461,3.6367587e-06
2464,0.00029818664
2473,0.00019124431
2474,7.126227e-05
2475,0.004869783
2476,0.007718753
2477,0.5322504
2480,0.0014732665
2482,0.003737811
2484,0.0021780687
2487,0.0008118714
2489,0.0038670392
2490,0.00015734741
2491,0.0066592568
2493,0.17803852
2494,0.029929748
2499,0.85734683
2502,0.030429041
2505,0.004246014
2513,0.007241534
2515,0.00037797287
2517,0.00062568503
2518,0.0015393046
2519,1.5369196e-05
2520,0.00037859604
2521,0.004931993
2525,0.7160418
2527,0.030967515
2530,0.004745389
2533,0.0006717639
2535,0.022594128
2537,0.9228221
2543,3.6648136e-05
2551,0.0004454667
2559,0.004823419
2566,0.025070459
2569,0.002956643
2572,0.82631356
2573,0.031030769
2574,0.00094292907
2576,0.0068016537
2581,0.002648952
2586,0.0012021111
2587,0.00974905
2588,0.0028564471
2594,0.0019689745
2597,0.001256891
2598,0.0003878073
2603,0.00035830168
2606,1.10296e-05
2607,0.0078026466
2608,0.017315326
2609,0.0058560926
2615,0.02593769
2617,0.007632979
2619,0.0014822728
2622,0.0008966112
2623,0.00044704578
2625,0.00020562357
2629,0.0027635035
2634,0.00028228748
2637,0.0001533096
2638,0.00042027963
2642,0.0007606761
2644,0.0027298992
2650,0.00043499275
2651,0.00058704655
2652,0.067060106
2653,0.0002250721
2658,0.0020751194
2660,1.8840982e-08
2664,0.0003440969
2665,0.029929748
2672,4.12693e-07
2674,0.0039361827
2675,0.0066758306
2677,0.007847664
2679,0.012965308
2681,0.010490359
2683,0.011072828
2685,0.0040760795
2686,0.02339483
2690,0.008505125
2691,0.0006850877
2695,0.029263645
2697,0.003607617
2698,0.0079293465
2699,0.004758089
2704,0.0043060435
2713,3.4965838e-06
2715,0.041458637
2716,0.0042470465
2718,0.0003014981
2721,0.0060673053
2726,0.003493609
2728,0.016372534
2729,0.009637729
2730,0.0056872875
2733,0.0018121974
2735,0.0018976135
2736,0.0005560932
2737,0.008474299
2740,0.050576255
2741,0.0042331307
2742,0.0012065897
2744,0.023623917
2750,0.00093639706
2751,2.7690678e-06
2752,0.03940022
2753,0.011696426
2757,0.003662884
2758,9.569838e-06
2760,0.007057628
2761,0.0007119248
2765,0.011576392
2767,0.013484568
2769,0.0014927889
2770,0.0003128168
2772,5.8090286e-06
2774,0.0009035269
2775,0.0018149595
2776,0.0021694638
2777,0.0078857755
2778,0.0023107468
2780,0.0005648109
2788,6.7562937e-06
2790,0.000112600384
2791,0.0049563153
2792,0.00159483
2793,0.00063564815
2797,0.029699352
2798,0.058021415
2799,0.010488458
2802,0.014960684
2803,0.018151352
2804,0.009398942
2807,0.0069138883
2811,0.00011620266
2814,0.025430238
2815,0.008019152
2820,0.0019688546
2826,0.0040847613
2827,0.002327127
2828,3.1871762e-06
2829,0.001119831
2832,0.00078662444
2833,0.01269973
2834,0.009081866
2836,0.007807138
2837,0.0014596815
2843,0.026226448
2844,0.0050071427
2845,0.0059132213
2846,0.0037491927
2848,1.4017767e-05
2849,0.07193272
2850,0.0099809505
2853,0.0008333415
2856,0.9941554
2858,0.0034447613
2859,0.005265965
2861,0.0010900571
2862,0.009096983
2864,0.0013217151
2867,0.009461657
2869,0.00869243
2870,0.0055327998
2876,0.0014508124
2883,0.0001429628
2884,0.042576406
2885,0.00077283423
2886,0.000905347
2890,0.00026234036
2892,0.0010893263
2893,0.0007786059
2897,0.012161826
2898,0.47664818
2901,0.0006232093
2902,0.0026093407
2903,0.0010179805
2904,0.0024673596
2907,0.00015818502
2909,0.003846404
2911,0.0043713655
2912,0.0009584648
2914,0.0057602306
2916,2.6926117e-10
2917,0.0011504171
2919,0.19143629
2920,0.00208424
2922,0.0034337786
2927,0.00092504633
2933,0.021543168
2935,0.0017707237
2939,0.002638572
2941,0.020836221
2942,0.005648761
2944,0.0014637796
2945,0.032360096
2949,0.00567901
2952,0.0057945875
2954,0.009070064
2957,0.0045476784
2958,0.00043403837
2961,0.0034074583
2962,0.010323164
2964,0.0018643829
2966,0.0032142608
2971,1.3616282e-08
2972,0.033267066
2974,9.0988404e-05
2975,0.023574693
2979,0.00056175276
2980,0.03648357
2982,2.7872557e-10
2984,0.02219858
2987,0.006512314
2989,0.00020017601
2994,0.0040835193
2998,0.0069508646
2999,0.017507982
3001,0.013321939
3004,0.15356505
3012,0.007644546
3013,0.00932648
3018,0.08853421
3020,0.0024810683
3025,1.8677289e-05
3027,0.0003368266
3029,3.1799092e-07
3030,0.004259713
3033,0.0008116734
3036,0.00903311
3038,0.04850727
3040,0.0109578
3041,0.011395868
3044,0.007724131
3045,0.001843376
3046,0.019232245
3048,0.11093835
3054,2.534236e-05
3055,0.00012671806
3056,0.0015101748
3058,0.6315233
3060,8.232741e-05
3067,0.008796122
3071,0.000313696
3073,0.0021840462
3075,1.3208733e-05
3078,0.006203517
3079,0.040242657
3080,0.003913872
3082,0.00047696853
3083,0.0071076322
3089,0.0038421971
3090,0.0002127457
3095,0.041627534
3099,0.021074766
3100,0.70163643
3101,0.0008949724
3104,0.005289035
3105,0.0024609084
3107,0.00013886964
3108,0.10648716
3112,0.007304109
3115,0.011185339
3116,0.04104585
3117,0.14229892
3118,0.000757759
3120,0.0015755107
3126,0.015607756
3127,0.0050886823
3128,4.3904132e-07
3132,1.7541426e-05
3134,0.010330025
3135,4.6810303e-05
3140,6.0170885e-05
3141,0.005427602
3143,0.86887026
3144,0.0034266848
3146,0.035500485
3147,0.0036093725
3150,0.002210811
3152,0.000117357195
3153,0.0014743893
3157,0.0061400617
3160,0.06773724
3162,0.0009975805
3165,0.00037191084
3168,0.00052415853
3172,0.009406047
3174,0.002309762
3175,0.0073817405
3178,0.0007000833
3179,0.0048721493
3180,0.0029149263
3182,0.0063906466
3183,0.00080193125
3184,8.1155085e-05
3185,0.081588335
3187,0.0048946915
3192,0.0073574074
3198,0.010210905
3202,0.014095822
3203,0.00044775545
3204,0.05095862
3208,2.0719133e-06
3210,0.0343172
3211,0.0049167406
3214,0.008698744
3215,0.0046524773
3220,2.4331408e-05
3223,0.00129571
3224,0.0028243794
3225,0.012034897
3226,0.0051364917
3231,0.0052611716
3233,0.00032313753
3236,0.009587177
3237,0.05723585
3240,8.9588815e-05
3243,9.824919e-05
3244,2.1884694e-09
3245,0.049761903
3246,0.0056831473
3250,0.0016856599
3251,0.0016350775
3255,0.00058091944
3258,0.067297235
3260,2.1075725e-07
3263,0.006346615
3266,4.540126e-06
3270,0.02010324
3276,0.00034910874
3280,0.001675624
3281,0.0011076767
3282,5.3838507e-05
3285,0.0025777637
3286,0.082209036
3287,0.05678958
3288,0.051749542
3289,0.015610565
3292,0.0004214865
3293,7.808444e-05
3294,0.012631038
3297,0.000552509
3300,0.0051252753
3302,0.0069565545
3306,0.0008885556
3310,0.0006065574
3312,2.6292328e-06
3314,0.052865952
3315,0.0028216303
3316,0.0012772816
3319,0.018393317
3322,8.517992e-09
3323,0.040774044
3326,0.010370662
3327,0.0048232717
3330,0.017770799
3332,0.0003366622
3338,0.0027714202
3341,0.0022617423
3348,0.0007048821
3351,0.0015371018
3354,0.008432858
3358,0.0003547776
3359,0.0016468264
3365,0.010635799
3368,3.6429792e-06
3370,0.0032830357
3376,0.0013060978
3379,0.0056081107
3380,0.00046658603
3383,0.07272721
3385,0.00041233012
3386,0.0008258538
3387,0.10100879
3404,0.0492164
3409,0.0014878842
3410,0.009579936
3412,0.0013700287
3413,0.00037486097
3414,6.140628e-05
3416,1.2351022e-10
3417,0.007134387
3418,0.010353763
3422,0.0035575056
3423,0.0046157376
3424,0.0030973419
3426,0.004641185
3427,0.0089821685
3428,0.025564454
3429,0.0005594275
3430,0.004745389
3431,0.00023814153
3432,0.004295328
3433,0.0052347253
3437,0.42016828
3438,0.0054975664
3440,0.022574592
3448,0.0123361
3449,0.0034034194
3450,0.04607144
3452,0.0015567095
3454,0.0095455395
3455,0.0003474725
3456,0.000965033
3458,0.0021633944
3462,0.00010836654
3464,0.0002194774
3465,3.807105e-06
3466,0.005349098
3468,0.015579177
3470,0.013554165
3476,0.0031346914
3477,0.00021512163
3478,0.0053270613
3480,0.044465132
3481,0.005023285
3482,0.60523045
3484,0.00945937
3485,0.00022552579
3487,0.003361038
3493,0.013891186
3494,0.008442561
3495,0.007168623
3501,0.00058747636
3505,0.0005131953
3506,0.014023063
3511,0.009850921
3513,0.019839238
3516,0.0004082998
3522,0.04409834
3525,0.0015445667
3526,0.0033897832
3529,1.7537144e-05
3530,0.00012282359
3532,0.010199191
3534,0.03363709
3538,3.4855036e-06
3544,0.011201214
3545,0.011736711
3546,0.0035501567
3547,4.3488577e-05
3552,0.0056350646
3555,0.0025799617
3556,0.016892092
3558,0.0018774905
3560,0.00013680042
3561,0.0063158968
3571,0.000102650076
3572,0.0001134488
3574,4.967726e-08
3577,0.0066218134
3579,0.00198004
3581,6.6249966e-05
3586,6.956164e-07
3588,0.0014798357
3591,0.008172806
3593,0.0006878092
3594,0.10035392
3595,0.0013939502
3598,0.21743098
3600,0.00010380925
3602,7.071638e-05
3607,0.00016792359
3608,0.0014725483
3614,0.001374294
3618,0.026513217
3621,0.0016027214
3624,0.0039706724
3625,6.081124e-06
3626,0.0017230435
3627,0.8568797
3631,0.00035328712
3633,0.003548106
3634,0.0016743994
3639,0.009674209
3641,0.047972042
3643,0.106350765
3651,0.0017439564
3654,0.00052954187
3656,0.0005158475
3657,0.0011827028
3659,0.0009140004
3660,0.02077591
3661,0.06807526
3667,0.0028286802
3676,0.0007143605
3677,0.00015168102
3678,5.1232288e-05
3682,0.59941185
3683,0.0047000605
3687,0.0014770424
3688,0.006908443
3689,1.9314904e-05
3690,0.0011765184
3692,0.00039065696
3696,0.05922725
3699,0.022783602
3701,0.0070968717
3702,0.0026867087
3705,0.0023216072
3707,0.0007513621
3710,0.0066960976
3712,0.0022258062
3713,2.1980306e-05
